Count,Site_Visit_ID,Project_Name,Entity_Type,Planned_Field_Work_or_Quarter,MA_Activity,Province_Name_[Auto-Filled],District_Name_[Auto-Filled],Province_verification_based_on_district,Entity.Type,Date.of.Sampling.Confirmation,Planned.Field.Work.Period.(Category).-.Duplicate,Date.of.SV.Infrastructure.Monitoring,Status.of.SV.Infrastructure.Monitoring,Date.of.SV.Soft.Component.Monitoring,Status.of.SV.Soft.Component.Monitoring,Status.of.Physical.and.Social.SV,Type.of.reporting
5336,TAPIPM45852PM716,TAPI,Energy Sector,1/12/2025,Site Visit,Hirat,Guzara,Hirat,School,7/12/2025,7/16/2025,,Not applicable,,Completed,Completed,Regular
3497,TAPIPM45853PM717,TAPI,Energy Sector,1/12/2025,Site Visit,Baghlan,Pul-e-Khumri,Baghlan,CBE,7/13/2025,7/17/2025,,Not applicable,,Completed,Completed,Regular
8514,TAPIPM45854PM718,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Darzab,Jawzjan,Village,7/14/2025,7/18/2025,,Not Applicable,,Completed,Completed,Regular
5319,TAPIPM45855PM719,TAPI,Energy Sector,1/12/2025,Site Visit,Badghis,Ghormach,Badghis,School,7/15/2025,7/19/2025,,Not applicable,,Completed,Completed,Regular
5376,TAPIPM45856PM720,TAPI,Energy Sector,1/12/2025,Site Visit,Hirat,Adraskan,Hirat,School,7/16/2025,7/20/2025,,Not applicable,,Completed,Completed,Regular
4136,TAPIPM45857PM721,TAPI,Energy Sector,1/12/2025,Site Visit,Nuristan,Nurgaram,Nuristan,DISTRICT,7/17/2025,7/21/2025,,Not applicable,,Completed,Completed,Regular
7396,TAPIPM45858PM722,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Chaparhar,Nangarhar,School,7/18/2025,7/22/2025,,Not Applicable,,Cancelled,Cancelled,Regular
5357,TAPIPM45859PM723,TAPI,Energy Sector,1/12/2025,Site Visit,Hirat,Pashtun Zarghun,Hirat,School,7/19/2025,7/23/2025,,Not applicable,,Completed,Completed,Regular
7436,TAPIPM45860PM724,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Goshta,Nangarhar,School,7/20/2025,7/24/2025,,Not Applicable,3/14/2024,Completed,Completed,Regular
8916,TAPIPM45861PM725,TAPI,Energy Sector,1/12/2025,Site Visit,Baghlan,Fereng Wa Gharu,Baghlan,School,7/21/2025,7/25/2025,,Not applicable,,Cancelled,Cancelled,Regular
9614,TAPIPM45862PM726,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Aqcha,Jawzjan,School,7/22/2025,7/26/2025,,Not applicable,,Completed,Completed,Regular
4698,TAPIPM45863PM727,TAPI,Energy Sector,1/12/2025,Site Visit,Paktika,Zarghun Shahr,Paktika,School,7/23/2025,7/27/2025,,Not applicable,,Completed,Completed,Regular
9122,TAPIPM45864PM728,TAPI,Energy Sector,1/12/2025,Site Visit,Daykundi,Kiti,Daykundi,School,7/24/2025,7/28/2025,,Not applicable,,Cancelled,Cancelled,Regular
4850,TAPIPM45865PM729,TAPI,Energy Sector,1/12/2025,Site Visit,Badakhshan,Kofab,Badakhshan,School,7/25/2025,7/29/2025,,Not applicable,,Cancelled,Cancelled,Regular
9232,TAPIPM45866PM730,TAPI,Energy Sector,1/12/2025,Site Visit,Faryab,Maymana,Faryab,School,7/26/2025,7/30/2025,,Not applicable,,Completed,Completed,Regular
4611,TAPIPM45867PM731,TAPI,Energy Sector,1/12/2025,Site Visit,Bamyan,Sayghan,Bamyan,School,7/27/2025,7/31/2025,,Not applicable,,Completed,Completed,Regular
5256,TAPIPM45868PM732,TAPI,Energy Sector,1/12/2025,Site Visit,Faryab,Qurghan,Faryab,School,7/28/2025,8/1/2025,,Not applicable,,Completed,Completed,Regular
9523,TAPIPM45869PM733,TAPI,Energy Sector,1/12/2025,Site Visit,Hirat,Hirat,Hirat,School,7/29/2025,8/2/2025,,Not applicable,,Cancelled,Cancelled,Regular
10541,TAPIPM45870PM734,TAPI,Energy Sector,1/12/2025,Site Visit,Sar-e-Pul,Sayad,Sar-e-Pul,School,7/30/2025,8/3/2025,,Not applicable,,Completed,Completed,Regular
10492,TAPIPM45871PM735,TAPI,Energy Sector,1/12/2025,Site Visit,Samangan,Ruy-e-Duab,Samangan,School,7/31/2025,8/4/2025,,Not applicable,,Cancelled,Cancelled,Regular
7406,TAPIPM45872PM736,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Chaparhar,Nangarhar,School,8/1/2025,8/5/2025,,Not Applicable,3/5/2024,Completed,Completed,Regular
10176,TAPIPM45873PM737,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Goshta,Nangarhar,School,8/2/2025,8/6/2025,,Not applicable,,Completed,Completed,Regular
4451,TAPIPM45874PM738,TAPI,Energy Sector,1/12/2025,Site Visit,Parwan,Ghorband,Parwan,School,8/3/2025,8/7/2025,,Not applicable,,Completed,Completed,Regular
9549,TAPIPM45875PM739,TAPI,Energy Sector,1/12/2025,Site Visit,Hirat,Karukh,Hirat,School,8/4/2025,8/8/2025,,Not applicable,,Completed,Completed,Regular
7227,TAPIPM45876PM740,TAPI,Energy Sector,1/12/2025,Site Visit,Kunar,Sar Kani,Kunar,School,8/5/2025,8/9/2025,,Not Applicable,2/29/2024,Completed,Completed,Regular
3446,TAPIPM45877PM741,TAPI,Energy Sector,1/12/2025,Site Visit,Paktya,Chamkani,Paktya,School,8/6/2025,8/10/2025,,Completed,11/16/2023,Not applicable,Completed,Regular
8543,TAPIPM45878PM742,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Sherzad,Nangarhar,CBE,8/7/2025,8/11/2025,,Not applicable,,Completed,Completed,Regular
9294,TAPIPM45879PM743,TAPI,Energy Sector,1/12/2025,Site Visit,Ghazni,Jaghatu,Ghazni,School,8/8/2025,8/12/2025,,Not applicable,,Completed,Completed,Regular
4827,TAPIPM45880PM744,TAPI,Energy Sector,1/12/2025,Site Visit,Badakhshan,Shuhada,Badakhshan,School,8/9/2025,8/13/2025,,Not applicable,,Completed,Completed,Regular
7802,TAPIPM45881PM745,TAPI,Energy Sector,1/12/2025,Site Visit,Kunar,Chawkay,Kunar,School,8/10/2025,8/14/2025,,Not applicable,,Cancelled,Cancelled,Regular
3970,TAPIPM45882PM746,TAPI,Energy Sector,1/12/2025,Site Visit,Samangan,Feroz Nakhchir,Samangan,CBE,8/11/2025,8/15/2025,,Not applicable,,Completed,Completed,Regular
10545,TAPIPM45883PM747,TAPI,Energy Sector,1/12/2025,Site Visit,Sar-e-Pul,Sozmaqala,Sar-e-Pul,School,8/12/2025,8/16/2025,,Not applicable,,Completed,Completed,Regular
8744,TAPIPM45884PM748,TAPI,Energy Sector,1/12/2025,Site Visit,Badakhshan,Jorm,Badakhshan,School,8/13/2025,8/17/2025,,Not applicable,,Completed,Completed,Regular
4875,TAPIPM45885PM749,TAPI,Energy Sector,1/12/2025,Site Visit,Takhar,Kalafgan,Takhar,School,8/14/2025,8/18/2025,,Not applicable,,Completed,Completed,Regular
3958,TAPIPM45886PM750,TAPI,Energy Sector,1/12/2025,Site Visit,Samangan,Dara-e-Suf-e-Payin,Samangan,CBE,8/15/2025,8/19/2025,,Not applicable,,Completed,Completed,Regular
4741,TAPIPM45887PM751,TAPI,Energy Sector,1/12/2025,Site Visit,Paktya,Jani Khel,Paktya,School,8/16/2025,8/20/2025,,Not applicable,,Completed,Completed,Regular
5268,TAPIPM45888PM752,TAPI,Energy Sector,3/19/2025,Site Visit,Hilmand,Nawa-e-Barakzaiy,Hilmand,School,8/17/2025,8/21/2025,,Not applicable,,Completed,Completed,Regular
4308,TAPIPM45889PM753,TAPI,Energy Sector,3/19/2025,Site Visit,Nangarhar,Rodat,Nangarhar,School,8/18/2025,8/22/2025,,Not applicable,,Completed,Completed,Regular
10483,TAPIPM45890PM754,TAPI,Energy Sector,3/19/2025,Site Visit,Samangan,Khuram Wa Sarbagh,Samangan,School,8/19/2025,8/23/2025,,Not applicable,,Completed,Completed,Regular
10141,TAPIPM45891PM755,TAPI,Energy Sector,3/19/2025,Site Visit,Maidan Wardak,Saydabad,Maidan Wardak,School,8/20/2025,8/24/2025,,Not applicable,,Cancelled,Cancelled,Regular
9028,TAPIPM45892PM756,TAPI,Energy Sector,3/19/2025,Site Visit,Balkh,Sholgareh,Balkh,School,8/21/2025,8/25/2025,,Not applicable,,Cancelled,Cancelled,Regular
4962,TAPIPM45893PM757,TAPI,Energy Sector,3/19/2025,Site Visit,Samangan,Dara-e-Suf-e-Payin,Samangan,School,8/22/2025,8/26/2025,,Not applicable,,Completed,Completed,Regular
7175,TAPIPM45894PM758,TAPI,Energy Sector,3/19/2025,Site Visit,Kandahar,Spin Boldak,Kandahar,School,8/23/2025,8/27/2025,,Not Applicable,3/5/2024,Completed,Completed,Regular
9847,TAPIPM45895PM759,TAPI,Energy Sector,3/19/2025,Site Visit,Khost,Jaji Maydan,Khost,School,8/24/2025,8/28/2025,,Not applicable,,Cancelled,Cancelled,Regular
9659,TAPIPM45896PM760,TAPI,Energy Sector,3/19/2025,Site Visit,Jawzjan,Shiberghan,Jawzjan,School,8/25/2025,8/29/2025,,Not applicable,,Completed,Completed,Regular
4419,TAPIPM45897PM761,TAPI,Energy Sector,3/19/2025,Site Visit,Kapisa,Hisa-e-Duwum-e-Kohistan,Kapisa,School,8/26/2025,8/30/2025,,Not applicable,,Completed,Completed,Regular
8489,TAPIPM45898PM762,TAPI,Energy Sector,3/19/2025,Site Visit,Jawzjan,Darzab,Jawzjan,Village,8/27/2025,8/31/2025,,Not Applicable,,Completed,Completed,Regular
9778,TAPIPM45899PM763,TAPI,Energy Sector,3/19/2025,Site Visit,Kandahar,Arghestan,Kandahar,School,8/28/2025,9/1/2025,,Not applicable,,Cancelled,Cancelled,Regular
9652,TAPIPM45900PM764,TAPI,Energy Sector,3/19/2025,Site Visit,Jawzjan,Shiberghan,Jawzjan,School,8/29/2025,9/2/2025,,Not applicable,,Completed,Completed,Regular
9203,TAPIPM45901PM765,TAPI,Energy Sector,3/19/2025,Site Visit,Faryab,Almar,Faryab,School,8/30/2025,9/3/2025,,Not applicable,,Completed,Completed,Regular
4646,TAPIPM45902PM766,TAPI,Energy Sector,3/19/2025,Site Visit,Ghazni,Jaghatu,Ghazni,School,8/31/2025,9/4/2025,,Not applicable,,Completed,Completed,Regular
4088,TAPIPM45903PM767,TAPI,Energy Sector,3/19/2025,Site Visit,Ghazni,Gelan,Ghazni,DISTRICT,9/1/2025,9/5/2025,,Not applicable,,Completed,Completed,Regular
3919,TAPIPM45904PM768,TAPI,Energy Sector,3/19/2025,Site Visit,Paktya,Zurmat,Paktya,CBE,9/2/2025,9/6/2025,,Not applicable,,Completed,Completed,Regular
7741,TAPIPM45905PM769,TAPI,Energy Sector,3/19/2025,Site Visit,Farah,,,Province,9/3/2025,9/7/2025,,Not applicable,,Completed,Completed,Regular
11372,TAPIPM45906PM770,TAPI,Energy Sector,3/19/2025,Site Visit,Laghman,Dawlatshah,Laghman,CBE,9/4/2025,9/8/2025,,Not applicable,,Completed,Completed,Regular
3558,TAPIPM45907PM771,TAPI,Energy Sector,3/19/2025,Site Visit,Farah,Bala Buluk,Farah,CBE,9/5/2025,9/9/2025,,Not applicable,,Completed,Completed,Regular
9210,TAPIPM45908PM772,TAPI,Energy Sector,3/19/2025,Site Visit,Faryab,Dawlat Abad,Faryab,School,9/6/2025,9/10/2025,,Not applicable,,Completed,Completed,Regular
9036,TAPIPM45909PM773,TAPI,Energy Sector,3/19/2025,Site Visit,Balkh,Shortepa,Balkh,School,9/7/2025,9/11/2025,,Not applicable,,Completed,Completed,Regular
10504,TAPIPM45910PM774,TAPI,Energy Sector,3/19/2025,Site Visit,Sar-e-Pul,Gosfandi,Sar-e-Pul,School,9/8/2025,9/12/2025,,Not applicable,,Completed,Completed,Regular
8461,TAPIPM45911PM775,TAPI,Energy Sector,3/19/2025,Site Visit,Jawzjan,,,Village,9/9/2025,9/13/2025,,Not Applicable,,Completed,Completed,Regular
4269,TAPIPM45912PM776,TAPI,Energy Sector,3/19/2025,Site Visit,Kandahar,Spin Boldak,Kandahar,School,9/10/2025,9/14/2025,,Not applicable,,Completed,Completed,Regular
4735,TAPIPM45913PM777,TAPI,Energy Sector,3/19/2025,Site Visit,Paktya,Mirzaka,Paktya,School,9/11/2025,9/15/2025,,Not applicable,,Completed,Completed,Regular
10098,TAPIPM45914PM778,TAPI,Energy Sector,3/19/2025,Site Visit,Maidan Wardak,Daymirdad,Maidan Wardak,School,9/12/2025,9/16/2025,,Not applicable,,Completed,Completed,Regular
8259,TAPIPM45915PM779,TAPI,Energy Sector,3/19/2025,Site Visit,Jawzjan,Shiberghan,Jawzjan,Village,9/13/2025,9/17/2025,,Not Applicable,,Completed,Completed,Regular
8704,TAPIPM45916PM780,TAPI,Energy Sector,3/19/2025,Site Visit,Bamyan,Bamyan,Bamyan,IP Level,9/14/2025,9/18/2025,,Not applicable,,Completed,Completed,Regular
8376,TAPIPM45917PM781,TAPI,Energy Sector,3/19/2025,Site Visit,Jawzjan,Shiberghan,Jawzjan,Village,9/15/2025,9/19/2025,,Not Applicable,,Completed,Completed,Regular
4745,TAPIPM45918PM782,TAPI,Energy Sector,3/19/2025,Site Visit,Paktya,Chamkani,Paktya,School,9/16/2025,9/20/2025,,Not applicable,,Completed,Completed,Regular
7316,TAPIPM45919PM783,TAPI,Energy Sector,3/19/2025,Site Visit,Laghman,Qarghayi,Laghman,School,9/17/2025,9/21/2025,,Not Applicable,2/26/2024,Completed,Completed,Regular
4445,TAPIPM45920PM784,TAPI,Energy Sector,3/19/2025,Site Visit,Parwan,Sayed Khel,Parwan,School,9/18/2025,9/22/2025,,Not applicable,,Completed,Completed,Regular
3492,TAPIPM45921PM785,TAPI,Energy Sector,3/19/2025,Site Visit,Baghlan,Pul-e-Khumri,Baghlan,CBE,9/19/2025,9/23/2025,,Not applicable,,Completed,Completed,Regular
4196,TAPIPM45922PM786,TAPI,Energy Sector,3/19/2025,Site Visit,Bamyan,Waras,Bamyan,CBE,9/20/2025,9/24/2025,,Not applicable,,Cancelled,Cancelled,Regular
9272,TAPIPM45923PM787,TAPI,Energy Sector,3/19/2025,Site Visit,Ghazni,Deh Yak,Ghazni,School,9/21/2025,9/25/2025,,Not applicable,,Completed,Completed,Regular
3816,TAPIPM45924PM788,TAPI,Energy Sector,3/19/2025,Site Visit,Nangarhar,Sherzad,Nangarhar,CBE,9/22/2025,9/26/2025,,Not applicable,,Completed,Completed,Regular
7667,TAPIPM45925PM789,TAPI,Energy Sector,3/19/2025,Site Visit,Laghman,Qarghayi,Laghman,CBE,9/23/2025,9/27/2025,,Not Applicable,,Completed,Completed,Regular
9927,TAPIPM45926PM790,TAPI,Energy Sector,3/19/2025,Site Visit,Kunar,Nari,Kunar,School,9/24/2025,9/28/2025,,Not applicable,,Completed,Completed,Regular
5403,TAPIPM45927PM791,TAPI,Energy Sector,3/19/2025,Site Visit,Farah,Farah,Farah,School,9/25/2025,9/29/2025,,Not applicable,,Completed,Completed,Regular
9663,TAPIPM45928PM792,TAPI,Energy Sector,3/19/2025,Site Visit,Kabul,Bagrami,Kabul,School,9/26/2025,9/30/2025,,Not applicable,,Completed,Completed,Regular
4625,TAPIPM45929PM793,TAPI,Energy Sector,3/19/2025,Site Visit,Bamyan,Panjab,Bamyan,School,9/27/2025,10/1/2025,,Not applicable,,Completed,Completed,Regular
7795,TAPIPM45930PM794,TAPI,Energy Sector,9/30/2025,Site Visit,Kunar,Khas Kunar,Kunar,School,9/28/2025,10/2/2025,,Not applicable,,Cancelled,Cancelled,Regular
9004,TAPIPM45931PM795,TAPI,Energy Sector,9/30/2025,Site Visit,Balkh,Khulm,Balkh,School,9/29/2025,10/3/2025,,Not applicable,,Completed,Completed,Regular
4976,TAPIPM45932PM796,TAPI,Energy Sector,9/30/2025,Site Visit,Balkh,Mazar-e-Sharif,Balkh,School,9/30/2025,10/4/2025,,Not applicable,,Completed,Completed,Regular
7616,TAPIPM45933PM797,TAPI,Energy Sector,9/30/2025,Site Visit,Nimroz,Zaranj,Nimroz,School,10/1/2025,10/5/2025,,Not Applicable,2/26/2024,Completed,Completed,Regular
9797,TAPIPM45934PM798,TAPI,Energy Sector,9/30/2025,Site Visit,Kandahar,Shorabak,Kandahar,School,10/2/2025,10/6/2025,,Not applicable,,Completed,Completed,Regular
8073,CPAPM45935PM799,CPA,Maritime & Port Authority,8/5/2024,Site Visit,Hilmand,Sangin,Hilmand,Sub Project,10/3/2025,10/7/2025,,Completed,,Not Applicable,Completed,Regular
2174,CPAPM45936PM800,CPA,Maritime & Port Authority,8/5/2024,Site Visit,Ghazni,Nawa,Ghazni,Village,10/4/2025,10/8/2025,,Not applicable,8/14/2023,Completed,Completed,Regular
6473,CPAPM45937PM801,CPA,Maritime & Port Authority,8/5/2024,Site Visit,Parwan,Shekh Ali,Parwan,Sub Project,10/5/2025,10/9/2025,,Completed,,Not applicable,Completed,Regular
2196,CPAPM45938PM802,CPA,Maritime & Port Authority,8/5/2024,Site Visit,Farah,Khak-e-Safed,Farah,Village,10/6/2025,10/10/2025,,Not applicable,,Cancelled,Cancelled,Regular
398,CPAPM45939PM803,CPA,Maritime & Port Authority,8/5/2024,Site Visit,Hirat,Kushk-e-Kuhna,Hirat,Village,10/7/2025,10/11/2025,,Not applicable,3/30/2023,Completed,Completed,Regular
8108,CPAPM45940PM804,CPA,Maritime & Port Authority,8/5/2024,Site Visit,Ghazni,Ghazni,Ghazni,Sub Project,10/8/2025,10/12/2025,,Completed,,Not Applicable,Completed,Regular
2395,CPAPM45941PM805,CPA,Maritime & Port Authority,8/5/2024,Site Visit,Baghlan,Baghlan-e-Jadid,Baghlan,Village,10/9/2025,10/13/2025,,Not applicable,8/24/2023,Completed,Completed,Regular
508,CPAPM45942PM806,CPA,Maritime & Port Authority,8/5/2024,Site Visit,Hirat,Shindand,Hirat,Village,10/10/2025,10/14/2025,,Not applicable,3/30/2023,Completed,Completed,Regular
2054,CPAPM45943PM807,CPA,Maritime & Port Authority,8/5/2024,Site Visit,Nimroz,Char Burjak,Nimroz,Village,10/11/2025,10/15/2025,,Not applicable,8/22/2023,Completed,Completed,Regular
6308,CPAPM45944PM808,CPA,Maritime & Port Authority,8/5/2024,Site Visit,Baghlan,Baghlan-e-Jadid,Baghlan,Sub Project,10/12/2025,10/16/2025,,Completed,,Not applicable,Completed,Regular
759,CPAPM45945PM809,CPA,Maritime & Port Authority,8/5/2024,Site Visit,Uruzgan,Tirinkot,Uruzgan,Village,10/13/2025,10/17/2025,,Not applicable,4/1/2023,Completed,Completed,Regular
5510,CPAPM45946PM810,CPA,Maritime & Port Authority,8/5/2024,Site Visit,Paktya,Gardez,Paktya,Village,10/14/2025,10/18/2025,,Not applicable,,Completed,Completed,Regular
8241,CPAPM45947PM811,CPA,Maritime & Port Authority,8/5/2024,Site Visit,Paktya,Ahmadaba,Paktya,Sub Project,10/15/2025,10/19/2025,,Completed,,Not Applicable,Completed,Regular
1995,CPAPM45948PM812,CPA,Maritime & Port Authority,8/5/2024,Site Visit,Kandahar,Arghestan,Kandahar,Village,10/16/2025,10/20/2025,,Not applicable,4/5/2023,Completed,Completed,Regular
1976,CPAPM45949PM813,CPA,Maritime & Port Authority,8/5/2024,Site Visit,Jawzjan,Aqcha,Jawzjan,Village,10/17/2025,10/21/2025,,Not applicable,8/21/2023,Completed,Completed,Regular
1653,CPAPM45950PM814,CPA,Maritime & Port Authority,8/5/2024,Site Visit,Ghazni,Ab Band,Ghazni,Village,10/18/2025,10/22/2025,,Not applicable,8/11/2023,Completed,Completed,Regular
2023,CPAPM45951PM815,CPA,Maritime & Port Authority,8/5/2024,Site Visit,Paktika,Yosuf Khel,Paktika,Village,10/19/2025,10/23/2025,,Not applicable,8/22/2023,Completed,Completed,Regular
6454,CPAPM45952PM816,CPA,Maritime & Port Authority,10/22/2024,Site Visit,Parwan,Ghorband,Parwan,Sub Project,10/20/2025,10/24/2025,,Completed,,Not applicable,Completed,Regular
2427,CPAPM45953PM817,CPA,Maritime & Port Authority,10/22/2024,Site Visit,Hilmand,Washer,Hilmand,Village,10/21/2025,10/25/2025,,Not applicable,8/21/2023,Completed,Completed,Regular
689,CPAPM45954PM818,CPA,Maritime & Port Authority,10/22/2024,Site Visit,Hilmand,Sangin,Hilmand,Village,10/22/2025,10/26/2025,,Not applicable,8/21/2023,Completed,Completed,Regular
641,CPAPM45955PM819,CPA,Maritime & Port Authority,10/22/2024,Site Visit,Farah,Pushtrod,Farah,Village,10/23/2025,10/27/2025,,Not applicable,,Cancelled,Cancelled,Regular
493,CPAPM45956PM820,CPA,Maritime & Port Authority,10/22/2024,Site Visit,Ghazni,Ab Band,Ghazni,Village,10/24/2025,10/28/2025,,Not applicable,8/24/2023,Completed,Completed,Regular
5702,CPAPM45957PM821,CPA,Maritime & Port Authority,10/22/2024,Site Visit,Paktika,Yosuf Khel,Paktika,Village,10/25/2025,10/29/2025,,Not applicable,,Completed,Completed,Regular
1924,CPAPM45958PM822,CPA,Maritime & Port Authority,10/22/2024,Site Visit,Paktika,Gomal,Paktika,Village,10/26/2025,10/30/2025,,Not applicable,8/15/2023,Completed,Completed,Regular
810,CPAPM45959PM823,CPA,Maritime & Port Authority,10/22/2024,Site Visit,Farah,Bala Buluk,Farah,Village,10/27/2025,10/31/2025,,Not applicable,8/15/2023,Completed,Completed,Regular
5664,CPAPM45960PM824,CPA,Maritime & Port Authority,10/22/2024,Site Visit,Hirat,Kohsan,Hirat,Village,10/28/2025,11/1/2025,,Not applicable,,Completed,Completed,Regular
1667,CPAPM45961PM825,CPA,Maritime & Port Authority,10/22/2024,Site Visit,Takhar,Bangi,Takhar,Village,10/29/2025,11/2/2025,,Not applicable,8/22/2023,Completed,Completed,Regular
2511,CPAPM45962PM826,CPA,Maritime & Port Authority,10/22/2024,Site Visit,Bamyan,Shibar,Bamyan,Village,10/30/2025,11/3/2025,,Not applicable,8/22/2023,Completed,Completed,Regular
2263,CPAPM45963PM827,CPA,Maritime & Port Authority,10/22/2024,Site Visit,Ghazni,Qara Bagh,Ghazni,Village,10/31/2025,11/4/2025,,Not applicable,8/19/2023,Completed,Completed,Regular
1822,CPAPM45964PM828,CPA,Maritime & Port Authority,10/22/2024,Site Visit,Balkh,Char Bolak,Balkh,Village,11/1/2025,11/5/2025,,Not applicable,3/30/2023,Completed,Completed,Regular
8162,CPAPM45965PM829,CPA,Maritime & Port Authority,10/22/2024,Site Visit,Kunar,Khas Kunar,Kunar,Sub Project,11/2/2025,11/6/2025,,Completed,,Not Applicable,Completed,Regular
2250,CPAPM45966PM830,CPA,Maritime & Port Authority,10/22/2024,Site Visit,Balkh,Char Bolak,Balkh,Village,11/3/2025,11/7/2025,,Not applicable,8/24/2023,Completed,Completed,Regular
6370,CPAPM45967PM831,CPA,Maritime & Port Authority,11/30/2024,Site Visit,Panjsher,Rukha,Panjsher,Sub Project,11/4/2025,11/8/2025,,Completed,,Not applicable,Completed,Regular
5576,CPAPM45968PM832,CPA,Maritime & Port Authority,11/30/2024,Site Visit,Bamyan,Bamyan,Bamyan,Village,11/5/2025,11/9/2025,,Not applicable,,Completed,Completed,Regular
1749,CPAPM45969PM833,CPA,Maritime & Port Authority,11/30/2024,Site Visit,Hilmand,Nad-e-Ali,Hilmand,Village,11/6/2025,11/10/2025,,Not applicable,3/31/2023,Completed,Completed,Regular
2550,CPAPM45970PM834,CPA,Maritime & Port Authority,11/30/2024,Site Visit,Zabul,Arghandab,Kandahar,Village,11/7/2025,11/11/2025,,Not applicable,8/24/2023,Completed,Completed,Regular
587,CPAPM45971PM835,CPA,Maritime & Port Authority,11/30/2024,Site Visit,Ghor,DoLayna,Ghor,Village,11/8/2025,11/12/2025,,Not applicable,3/31/2023,Completed,Completed,Regular
6225,CPAPM45972PM836,CPA,Maritime & Port Authority,11/30/2024,Site Visit,Maidan Wardak,Jaghatu,Maidan Wardak,Village,11/9/2025,11/13/2025,,Not applicable,,Completed,Completed,Regular
5660,CPAPM45973PM837,CPA,Maritime & Port Authority,11/30/2024,Site Visit,Ghor,Charsadra,Ghor,Village,11/10/2025,11/14/2025,,Not applicable,,Completed,Completed,Regular
6812,CPAPM45974PM838,CPA,Maritime & Port Authority,11/30/2024,Site Visit,Maidan Wardak,Saydabad,Maidan Wardak,Village,11/11/2025,11/15/2025,,,,Completed,Completed,Regular
2203,CPAPM45975PM839,CPA,Maritime & Port Authority,11/30/2024,Site Visit,Faryab,Bilcheragh,Faryab,Village,11/12/2025,11/16/2025,,Not applicable,8/16/2023,Completed,Completed,Regular
6371,CPAPM45976PM840,CPA,Maritime & Port Authority,11/30/2024,Site Visit,Panjsher,Rukha,Panjsher,Sub Project,11/13/2025,11/17/2025,,Completed,,Not applicable,Completed,Regular
1734,CPAPM45977PM841,CPA,Maritime & Port Authority,11/30/2024,Site Visit,Maidan Wardak,Saydabad,Maidan Wardak,Village,11/14/2025,11/18/2025,,Not applicable,8/22/2023,Completed,Completed,Regular
8083,CPAPM45978PM842,CPA,Maritime & Port Authority,11/30/2024,Site Visit,Nimroz,Dil Aram,Nimroz,Sub Project,11/15/2025,11/19/2025,,Completed,,Not Applicable,Completed,Regular
1835,CPAPM45979PM843,CPA,Maritime & Port Authority,11/30/2024,Site Visit,Jawzjan,Khanaqa,Jawzjan,Village,11/16/2025,11/20/2025,,Not applicable,3/30/2023,Completed,Completed,Regular
2615,CPAPM45980PM844,CPA,Maritime & Port Authority,11/30/2024,Site Visit,Farah,Farah,Farah,Village,11/17/2025,11/21/2025,,Not applicable,8/23/2023,Completed,Completed,Regular
8086,CPAPM45981PM845,CPA,Maritime & Port Authority,11/30/2024,Site Visit,Paktya,Sayed Karam,Paktya,Sub Project,11/18/2025,11/22/2025,,Completed,,Not Applicable,Completed,Regular
8082,CPAPM45982PM846,CPA,Maritime & Port Authority,11/30/2024,Site Visit,Maidan Wardak,Markaz-e-Behsud,Maidan Wardak,Sub Project,11/19/2025,11/23/2025,,Cancelled,,Not Applicable,Cancelled,Regular
1683,CPAPM45983PM847,CPA,Maritime & Port Authority,11/30/2024,Site Visit,Paktika,Surobi,Paktika,Village,11/20/2025,11/24/2025,,Not applicable,8/24/2023,Completed,Completed,Regular
6383,CPAPM45984PM848,CPA,Maritime & Port Authority,11/30/2024,Site Visit,Panjsher,Anawa,Panjsher,Sub Project,11/21/2025,11/25/2025,,Completed,,Not applicable,Completed,Regular
5495,CPAPM45985PM849,CPA,Maritime & Port Authority,11/30/2024,Site Visit,Paktya,Jaji,Paktya,Village,11/22/2025,11/26/2025,,Not applicable,,Completed,Completed,Regular
448,CPAPM45986PM850,CPA,Maritime & Port Authority,11/30/2024,Site Visit,Faryab,Pashtun Kot,Faryab,Village,11/23/2025,11/27/2025,,Not applicable,8/22/2023,Completed,Completed,Regular
